id,fdc_id,amount,measure_unit_id,gram_weight
120697,331215,1,1011,184
120698,331216,1,1058,200
120699,331216,1,1058,255
120700,331216,1,1011,255
120701,331217,1,1058,156
120702,331217,1,1058,182
120703,331217,1,1011,182
120704,331218,1,1058,130
120705,331218,1,1058,157
120706,331218,1,1011,157
120707,331219,1,1058,127
120708,331219,1,1058,187
120709,331219,1,1011,187
120710,331220,1,1058,173
120711,331220,1,1058,209
120712,331220,1,1011,209
120713,331221,1,1058,143
120714,331221,1,1058,188
120715,331221,1,1011,188
120716,331222,1,1058,172
120717,331222,1,1058,227
120718,331222,1,1011,227
120719,331223,1,1058,166
120720,331223,1,1011,166
120721,331223,1,1058,128
120722,331224,1,1058,183
120723,331224,1,1058,239
120724,331224,1,1011,239
120725,331225,1,1058,207
120726,331225,1,1011,207
120727,331225,1,1058,168
120728,331249,1,1011,212
120729,331249,1,1010,171
120730,331249,1,1058,171
120731,331249,1,1058,140
120732,331250,1,1011,161
120733,331250,1,1010,114
120734,331250,1,1058,114
120735,331250,1,1058,98.6
120736,331251,1,1011,239
120737,331251,1,1010,186
120738,331251,1,1058,186
120739,331251,1,1058,162
120740,331252,1,1011,147
120741,331252,1,1010,108
120742,331252,1,1058,108
120743,331252,1,1058,94.1
120744,331253,1,1011,180
120745,331253,1,1010,114
120746,331253,1,1058,114
120747,331253,1,1058,100
120748,331254,1,1011,193
120749,331254,1,1010,138
120750,331254,1,1058,138
120751,331254,1,1058,119
120752,331255,1,1011,225
120753,331255,1,1010,162
120754,331255,1,1058,162
120755,331255,1,1058,139
120756,331256,1,1011,138
120757,331256,1,1010,105
120758,331256,1,1058,105
120759,331256,1,1058,89
120760,331257,1,1011,168
120761,331257,1,1010,128
120762,331257,1,1058,128
120763,331257,1,1058,106
120764,331258,1,1011,135
120765,331258,1,1010,93.3
120766,331258,1,1058,93.3
120767,331258,1,1058,74.8
120768,331259,1,1011,166
120769,331259,1,1010,126
120770,331259,1,1058,126
120771,331259,1,1058,111
120772,331260,1,1011,209
120773,331260,1,1010,136
120774,331260,1,1058,136
120775,331260,1,1058,104
120776,331261,1,1011,190
120777,331261,1,1010,122
120778,331261,1,1058,122
120779,331261,1,1058,108
120780,331262,1,1011,186
120781,331262,1,1010,136
120782,331262,1,1058,136
120783,331262,1,1058,120
120784,331263,1,1011,150
120785,331263,1,1010,105
120786,331263,1,1058,105
120787,331263,1,1058,87.9
120788,331264,1,1011,156
120789,331264,1,1010,106
120790,331264,1,1058,106
120791,331264,1,1058,93.5
120792,331265,1,1011,237
120793,331265,1,1010,180
120794,331265,1,1058,180
120795,331265,1,1058,160
120796,331266,1,1011,207
120797,331266,1,1010,150
120798,331266,1,1058,150
120799,331266,1,1058,130
120800,331267,1,1011,105
120801,331267,1,1010,79.4
120802,331267,1,1058,79.4
120803,331267,1,1058,83.6
120804,331268,1,1011,162
120805,331268,1,1010,119
120806,331268,1,1058,119
120807,331268,1,1058,94.3
120808,331269,1,1011,160
120809,331269,1,1010,102
120810,331269,1,1058,102
120811,331269,1,1058,88.9
120812,331270,1,1011,147
120813,331270,1,1010,98.7
120814,331270,1,1058,98.7
120815,331270,1,1058,84.9
120816,331271,1,1011,210
120817,331271,1,1010,136
120818,331271,1,1058,136
120819,331271,1,1058,114
120820,331272,1,1011,207
120821,331272,1,1010,147
120822,331272,1,1058,147
120823,331272,1,1058,134
120824,331273,1,1011,176
120825,331273,1,1010,133
120826,331273,1,1058,133
120827,331273,1,1058,121
120828,331274,1,1011,264
120829,331274,1,1010,188
120830,331274,1,1058,188
120831,331274,1,1058,158
120832,331275,1,1011,221
120833,331275,1,1010,163
120834,331275,1,1058,163
120835,331275,1,1058,147
120836,331276,1,1011,180
120837,331276,1,1010,116
120838,331276,1,1058,116
120839,331276,1,1058,97.7
120840,331277,1,1011,179
120841,331277,1,1010,116
120842,331277,1,1058,116
120843,331277,1,1058,101
120844,331278,1,1011,163
120845,331278,1,1010,125
120846,331278,1,1058,125
120847,331278,1,1058,114
120848,331279,1,1011,192
120849,331279,1,1010,150
120850,331279,1,1058,150
120851,331279,1,1058,129
120852,331280,1,1011,207
120853,331280,1,1010,142
120854,331280,1,1058,142
120855,331280,1,1058,125
120856,331281,1,1011,170
120857,331281,1,1010,131
120858,331281,1,1058,131
120859,331281,1,1058,109
120860,331282,1,1011,171
120861,331282,1,1010,122
120862,331282,1,1058,122
120863,331282,1,1058,109
120864,331283,1,1011,198
120865,331283,1,1010,140
120866,331283,1,1058,140
120867,331283,1,1058,122
120868,331284,1,1011,158
120869,331284,1,1010,119
120870,331284,1,1058,119
120871,331284,1,1058,102
120872,331285,1,1011,244
120873,331285,1,1010,156
120874,331285,1,1058,156
120875,331285,1,1058,140
120876,331286,1,1011,250
120877,331286,1,1010,190
120878,331286,1,1058,190
120879,331286,1,1058,157
120880,331287,1,1011,218
120881,331287,1,1010,156
120882,331287,1,1058,156
120883,331287,1,1058,140
120884,331288,1,1011,180
120885,331288,1,1010,113
120886,331288,1,1058,113
120887,331288,1,1058,100
120888,331289,1,1011,259
120889,331289,1,1010,180
120890,331289,1,1058,180
120891,331289,1,1058,148
120892,331290,1,1011,186
120893,331290,1,1010,117
120894,331290,1,1058,117
120895,331290,1,1058,103
120896,331291,1,1011,203
120897,331291,1,1010,138
120898,331291,1,1058,138
120899,331291,1,1058,117
120900,331292,1,1011,233
120901,331292,1,1010,178
120902,331292,1,1058,178
120903,331292,1,1058,147
120904,331293,1,1011,160
120905,331293,1,1010,124
120906,331293,1,1058,124
120907,331293,1,1058,109
120908,331313,1,1011,177
120909,331313,1,1010,120
120910,331313,1,1058,120
120911,331313,1,1058,105
120912,331314,1,1011,204
120913,331314,1,1010,135
120914,331314,1,1058,135
120915,331314,1,1058,114
120916,331315,1,1011,202
120917,331315,1,1010,151
120918,331315,1,1058,151
120919,331315,1,1058,127
120920,331316,1,1011,152
120921,331316,1,1010,104
120922,331316,1,1058,104
120923,331316,1,1058,86
120924,331317,1,1011,198
120925,331317,1,1010,137
120926,331317,1,1058,137
120927,331317,1,1058,115
120928,331318,1,1011,225
120929,331318,1,1010,148
120930,331318,1,1058,148
120931,331318,1,1058,126
120932,331319,1,1011,217
120933,331319,1,1010,149
120934,331319,1,1058,149
120935,331319,1,1058,134
120936,331320,1,1011,216
120937,331320,1,1010,150
120938,331320,1,1058,150
120939,331320,1,1058,133
120940,331321,1,1011,247
120941,331321,1,1010,151
120942,331321,1,1058,151
120943,331321,1,1058,126
120944,331322,1,1011,157
120945,331322,1,1010,109
120946,331322,1,1058,109
120947,331322,1,1058,90.9
120948,331323,1,1011,223
120949,331323,1,1010,154
120950,331323,1,1058,154
120951,331323,1,1058,134
120952,331324,1,1011,187
120953,331324,1,1010,132
120954,331324,1,1058,132
120955,331324,1,1058,109
120956,331325,1,1011,154
120957,331325,1,1010,103
120958,331325,1,1058,103
120959,331325,1,1058,93.9
120960,331326,1,1011,152
120961,331326,1,1010,97
120962,331326,1,1058,97
120963,331326,1,1058,86.6
120964,331327,1,1011,193
120965,331327,1,1010,135
120966,331327,1,1058,135
120967,331327,1,1058,115
120968,331328,1,1011,163
120969,331328,1,1010,117
120970,331328,1,1058,117
120971,331328,1,1058,94.1
120972,331329,1,1011,190
120973,331329,1,1010,138
120974,331329,1,1058,138
120975,331329,1,1058,118
120976,331330,1,1011,208
120977,331330,1,1010,158
120978,331330,1,1058,158
120979,331330,1,1058,80.3
120980,331331,1,1011,167
120981,331331,1,1010,111
120982,331331,1,1058,111
120983,331331,1,1058,91.2
120984,331332,1,1011,150
120985,331332,1,1010,94.6
120986,331332,1,1058,94.6
120987,331332,1,1058,141
120988,331333,1,1011,202
120989,331333,1,1010,141
120990,331333,1,1058,141
120991,331333,1,1058,122
120992,331334,1,1011,222
120993,331334,1,1010,156
120994,331334,1,1058,156
120995,331334,1,1058,122
120996,331335,1,1011,161
120997,331335,1,1010,104
120998,331335,1,1058,104
120999,331335,1,1058,88.1
121000,331336,1,1011,133
121001,331336,1,1010,85.7
121002,331336,1,1058,85.7
121003,331336,1,1058,70.2
121004,331337,1,1011,217
121005,331337,1,1010,164
121006,331337,1,1058,164
121007,331337,1,1058,146
121008,331338,1,1011,160
121009,331338,1,1010,110
121010,331338,1,1058,110
121011,331338,1,1058,90.2
121012,331339,1,1011,194
121013,331339,1,1010,140
121014,331339,1,1058,140
121015,331339,1,1058,123
121016,331340,1,1011,225
121017,331340,1,1010,160
121018,331340,1,1058,160
121019,331340,1,1058,136
121020,331341,1,1011,171
121021,331341,1,1010,118
121022,331341,1,1058,118
121023,331341,1,1058,95.1
121024,331342,1,1011,245
121025,331342,1,1010,163
121026,331342,1,1058,163
121027,331342,1,1058,150
121028,331343,1,1011,138
121029,331343,1,1010,89.2
121030,331343,1,1058,89.2
121031,331343,1,1058,81.3
121032,331344,1,1011,217
121033,331344,1,1010,144
121034,331344,1,1058,144
121035,331344,1,1058,123
121036,331345,1,1011,205
121037,331345,1,1010,140
121038,331345,1,1058,140
121039,331345,1,1058,120
121040,331346,1,1011,205
121041,331346,1,1010,135
121042,331346,1,1058,135
121043,331346,1,1058,116
121044,331347,1,1011,178
121045,331347,1,1010,124
121046,331347,1,1058,124
121047,331347,1,1058,110
121048,331348,1,1011,151
121049,331348,1,1010,94.4
121050,331348,1,1058,94.4
121051,331348,1,1058,81.9
121052,331349,1,1011,161
121053,331349,1,1010,104
121054,331349,1,1058,104
121055,331349,1,1058,87.4
121056,331350,1,1011,241
121057,331350,1,1010,165
121058,331350,1,1058,165
121059,331350,1,1058,135
121060,331351,1,1011,261
121061,331351,1,1010,188
121062,331351,1,1058,188
121063,331351,1,1058,161
121064,331352,1,1011,169
121065,331352,1,1010,109
121066,331352,1,1058,109
121067,331352,1,1058,95.6
121068,331353,1,1011,136
121069,331353,1,1010,92.3
121070,331353,1,1058,92.3
121071,331353,1,1058,84.3
121072,331354,1,1011,160
121073,331354,1,1010,109
121074,331354,1,1058,109
121075,331354,1,1058,92.6
121076,331355,1,1011,212
121077,331355,1,1010,146
121078,331355,1,1058,146
121079,331355,1,1058,123
121080,331356,1,1011,157
121081,331356,1,1010,98.8
121082,331356,1,1058,98.8
121083,331356,1,1058,83.7
121084,331357,1,1011,217
121085,331357,1,1010,148
121086,331357,1,1058,148
121087,331357,1,1058,133
121088,331728,1,1011,156
121089,331728,1,1010,112
121090,331728,1,1026,99.9
121091,331728,1,1026,112
121092,331729,1,1011,161
121093,331729,1,1010,123
121094,331729,1,1026,111
121095,331729,1,1026,123
121096,331730,1,1011,142
121097,331730,1,1010,102
121098,331730,1,1026,90.1
121099,331730,1,1026,102
121100,331731,1,1011,112
121101,331731,1,1010,85.2
121102,331731,1,1026,76.6
121103,331731,1,1026,85.2
121104,331732,1,1011,114
121105,331732,1,1010,81.2
121106,331732,1,1026,73.2
121107,331732,1,1026,81.2
121108,331733,1,1011,176
121109,331733,1,1010,132
121110,331733,1,1026,120
121111,331733,1,1026,132
121112,331736,1,1011,146
121113,331736,1,1010,109
121114,331736,1,1026,99.3
121115,331736,1,1026,109
121116,331737,1,1011,125
121117,331737,1,1010,92.9
121118,331737,1,1026,83.9
121119,331737,1,1026,92.9
121120,331738,1,1011,114
121121,331738,1,1010,78.2
121122,331738,1,1026,70.3
121123,331738,1,1026,78.2
121124,331739,1,1011,190
121125,331739,1,1010,145
121126,331739,1,1026,131
121127,331739,1,1026,145
121128,331788,1,1058,169
121129,331788,1,1058,221
121130,331788,1,1011,221
121131,331789,1,1058,123
121132,331789,1,1058,148
121133,331789,1,1011,148
121134,331790,1,1058,164
121135,331790,1,1058,219
121136,331790,1,1011,219
121137,331791,1,1058,122
121138,331791,1,1058,150
121139,331791,1,1011,150
121140,331792,1,1058,175
121141,331792,1,1058,221
121142,331792,1,1011,221
121143,331793,1,1058,141
121144,331793,1,1058,169
121145,331793,1,1011,169
121146,331794,1,1058,106
121147,331794,1,1058,134
121148,331794,1,1011,134
121149,331795,1,1058,172
121150,331795,1,1058,226
121151,331795,1,1011,226
121152,331796,1,1058,112
121153,331796,1,1058,141
121154,331796,1,1011,141
121155,331797,1,1058,156
121156,331797,1,1058,184
121157,331797,1,1011,184
121158,331810,1,1011,195
121159,331810,1,1010,119
121160,331810,1,1058,119
121161,331810,1,1058,97.3
121162,331811,1,1011,193
121163,331811,1,1010,146
121164,331811,1,1058,146
121165,331811,1,1058,122
121166,331812,1,1011,247
121167,331812,1,1010,168
121168,331812,1,1058,168
121169,331812,1,1058,146
121170,331813,1,1011,142
121171,331813,1,1010,89.8
121172,331813,1,1058,89.8
121173,331813,1,1058,76.1
121174,331814,1,1011,274
121175,331814,1,1010,196
121176,331814,1,1058,196
121177,331814,1,1058,170
121178,331815,1,1011,168
121179,331815,1,1010,108
121180,331815,1,1058,108
121181,331815,1,1058,94.5
121182,331816,1,1011,148
121183,331816,1,1010,96.9
121184,331816,1,1058,96.9
121185,331816,1,1058,84.5
121186,331817,1,1011,233
121187,331817,1,1010,161
121188,331817,1,1058,161
121189,331817,1,1058,139
121190,331818,1,1011,147
121191,331818,1,1010,94.6
121192,331818,1,1058,94.6
121193,331818,1,1058,93.4
121194,331819,1,1011,151
121195,331819,1,1010,113
121196,331819,1,1058,113
121197,331819,1,1058,93.8
121198,331832,1,1011,181
121199,331832,1,1010,125
121200,331832,1,1058,125
121201,331832,1,1058,107
121202,331833,1,1011,255
121203,331833,1,1010,202
121204,331833,1,1058,202
121205,331833,1,1058,166
121206,331834,1,1011,197
121207,331834,1,1010,140
121208,331834,1,1058,140
121209,331834,1,1058,117
121210,331835,1,1011,165
121211,331835,1,1010,113
121212,331835,1,1058,113
121213,331835,1,1058,94.3
121214,331836,1,1011,216
121215,331836,1,1010,148
121216,331836,1,1058,148
121217,331836,1,1058,122
121218,331837,1,1011,233
121219,331837,1,1010,170
121220,331837,1,1058,170
121221,331837,1,1058,145
121222,331838,1,1011,255
121223,331838,1,1010,199
121224,331838,1,1058,199
121225,331838,1,1058,163
121226,331839,1,1011,180
121227,331839,1,1010,117
121228,331839,1,1058,117
121229,331839,1,1058,108
121230,331840,1,1011,286
121231,331840,1,1010,220
121232,331840,1,1058,220
121233,331840,1,1058,186
121234,331841,1,1011,147
121235,331841,1,1010,99
121236,331841,1,1058,99
121237,331841,1,1058,79.8
121238,331854,1,1026,130
121239,331854,1,1011,143
121240,331854,1,1026,143
121241,331855,1,1026,134
121242,331855,1,1011,153
121243,331855,1,1026,153
121244,331856,1,1026,172
121245,331856,1,1011,188
121246,331856,1,1026,188
121247,331857,1,1026,140
121248,331857,1,1011,154
121249,331857,1,1026,154
121250,331858,1,1026,105
121251,331858,1,1011,115
121252,331858,1,1026,115
121253,331859,1,1026,137
121254,331859,1,1011,150
121255,331859,1,1026,150
121256,331860,1,1026,142
121257,331860,1,1011,160
121258,331860,1,1026,160
121259,331861,1,1026,105
121260,331861,1,1011,115
121261,331861,1,1026,115
121262,331862,1,1026,85.4
121263,331862,1,1011,86.1
121264,331862,1,1026,86.1
121265,331863,1,1026,144
121266,331863,1,1011,163
121267,331863,1,1026,163
121268,331876,1,1011,157
121269,331876,1,1010,137
121270,331876,1,1026,127
121271,331876,1,1026,137
121272,331877,1,1011,140
121273,331877,1,1010,114
121274,331877,1,1026,106
121275,331877,1,1026,114
121276,331878,1,1011,146
121277,331878,1,1010,122
121278,331878,1,1026,111
121279,331878,1,1026,122
121280,331879,1,1011,123
121281,331879,1,1010,99.2
121282,331879,1,1026,90.7
121283,331879,1,1026,99.2
121284,331880,1,1011,180
121285,331880,1,1010,149
121286,331880,1,1026,137
121287,331880,1,1026,149
121288,331881,1,1011,162
121289,331881,1,1010,128
121290,331881,1,1026,118
121291,331881,1,1026,128
121292,331882,1,1011,157
121293,331882,1,1010,139
121294,331882,1,1026,128
121295,331882,1,1026,139
121296,331883,1,1011,216
121297,331883,1,1010,179
121298,331883,1,1026,164
121299,331883,1,1026,179
121300,331884,1,1011,160
121301,331884,1,1010,113
121302,331884,1,1026,104
121303,331884,1,1026,113
121304,331885,1,1011,126
121305,331885,1,1010,106
121306,331885,1,1026,97
121307,331885,1,1026,106
121308,331897,1,1026,94.7
121309,331897,1,1026,104
121310,331899,1,1010,170
121311,331899,1,1043,163
121312,331899,1,1011,231
121313,331900,1,1010,180
121314,331900,1,1043,195
121315,331900,1,1011,269
121316,331906,1,1010,137
121317,331906,1,1043,146
121318,331906,1,1011,214
121319,331912,1,1010,162
121320,331912,1,1043,173
121321,331912,1,1011,233
121322,331913,1,1010,217
121323,331913,1,1043,212
121324,331913,1,1011,313
121325,331918,1,1010,126
121326,331918,1,1043,130
121327,331918,1,1011,186
121328,331919,1,1010,113
121329,331919,1,1043,129
121330,331919,1,1011,171
121331,331932,1,1010,184
121332,331932,1,1043,223
121333,331932,1,1011,244
121334,331933,1,1010,229
121335,331933,1,1043,321
121336,331933,1,1011,253
121337,331946,1,1010,380
121338,331946,1,1043,175
121339,331946,1,1011,441
121340,331947,1,1010,118
121341,331947,1,1043,128
121342,331947,1,1011,180
121343,331960,1,1043,174
121344,331970,1,1049,116
121345,331970,0.5,1000,116
121346,331971,1,1049,112
121347,331971,0.5,1000,112
121348,331986,1,1049,151
121349,331986,0.5,1000,151
121350,331987,1,1049,154
121351,331987,0.5,1000,154
121352,331994,1,1049,133
121353,331994,0.5,1000,133
121354,332000,1,1049,116
121355,332000,0.5,1000,116
121356,332005,1,1049,130
121357,332005,0.5,1000,130
121358,332010,1,1049,124
121359,332010,0.5,1000,124
121360,332014,1,1049,118
121361,332014,0.5,1000,118
121362,332018,1,1049,138
121363,332018,0.5,1000,138
121364,332050,1,1049,139
121365,332050,0.5,1000,139
121366,332060,1,1049,135
121367,332060,0.5,1000,135
121368,332069,1,1049,130
121369,332069,0.5,1000,130
121370,332070,1,1049,134
121371,332070,0.5,1000,134
121372,332077,1,1049,130
121373,332077,0.5,1000,130
121374,332078,1,1049,141
121375,332078,0.5,1000,141
121376,332085,1,1049,141
121377,332085,0.5,1000,141
121378,332086,1,1049,140
121379,332086,0.5,1000,140
121380,332093,1,1049,147
121381,332093,0.5,1000,147
121382,332094,1,1049,134
121383,332094,0.5,1000,134
121384,332101,1,1049,131
121385,332101,0.5,1000,131
121386,332102,1,1049,145
121387,332102,0.5,1000,145
121388,332129,1,1049,121
121389,332129,0.5,1000,121
121390,332142,1,1049,126
121391,332142,0.5,1000,126
121392,332143,1,1049,146
121393,332143,0.5,1000,146
121394,332155,1,1049,131
121395,332155,0.5,1000,131
121396,332183,1,1049,139
121397,332183,0.5,1000,139
121398,332184,1,1049,146
121399,332184,0.5,1000,146
121400,332191,1,1049,123
121401,332191,0.5,1000,123
121402,332192,1,1049,126
121403,332192,0.5,1000,126
121404,332228,1,1049,138
121405,332228,0.5,1000,138
121406,332233,1,1049,143
121407,332233,0.5,1000,143
121408,332239,1,1049,149
121409,332239,0.5,1000,149
121410,332264,1,1049,140
121411,332264,0.5,1000,140
121412,332269,1,1049,147
121413,332269,0.5,1000,147
121414,332278,1,1049,141
121415,332278,0.5,1000,141
121416,332282,1,1049,135
121417,332284,1,1050,10.6
121418,332285,1,1050,10.7
121419,332291,1,1050,10.5
121420,332295,1,1050,10.2
121421,332303,1,1050,10.8
121422,332307,1,1050,12
121423,332315,1,1050,13.8
121424,332318,1,1050,18.1
121425,332325,1,1050,18
121426,332328,1,1050,16.6
121427,332337,1,1050,13.8
121428,332341,1,1050,15.7
121429,332349,1,1050,10.9
121430,332350,1,1050,13.4
121431,332356,1,1050,17
121432,332359,1,1050,14.1
121433,332366,1,1050,11.4
121434,332374,1,1050,15.3
121435,332378,1,1050,11.9
121436,332386,1,1050,16.7
121437,332390,1,1050,11.5
121438,332397,1,1050,13.5
121439,332487,1,1000,140
121440,332487,1,1000,161
121441,332487,1,1071,148
121442,332487,1,1071,178
121443,332487,1,1071,230
121444,332487,1,1049,166
121445,332565,1,1000,140
121446,332565,1,1071,152
121447,332565,1,1071,177
121448,332565,1,1071,227
121449,332597,1,1000,140
121450,332597,1,1071,148
121451,332597,1,1071,178
121452,332597,1,1071,230
121453,332599,1,1067,5
121454,332605,1,1067,3.3
121455,332606,1,1067,4.2
121456,332614,1,1067,3.1
121457,332617,1,1067,2.4
121458,332624,1,1067,3.4
121459,332627,1,1067,2.5
121460,332634,1,1067,2.5
121461,332637,1,1067,3
121462,332644,1,1067,3
121463,332648,1,1067,3.2
121464,332663,1,1067,4.3
121465,332666,1,1067,2.8
121466,332682,1,1067,2.9
121467,332685,1,1067,3.7
121468,332706,1,1067,3
121469,332709,1,1067,2.8
121470,332717,1,1067,3.1
121471,332720,1,1067,4.4
121472,332737,1,1067,4.9
121473,332740,1,1067,2.2
121474,332755,1,1067,2.9
121475,332756,1,1067,2.7
121476,332772,1,1067,2.6
121477,332775,1,1067,2.5
121478,332791,1,1067,3.2
121479,332793,1,1000,208
121480,332795,1,1033,69.2
121481,332801,1,1000,227
121482,332804,1,1000,145
121483,332810,1,1033,85.7
121484,332812,1,1000,217
121485,332828,1,1000,165
121486,332831,1,1000,146
121487,332847,1,1033,186
121488,332849,1,1033,86.4
121489,332864,1,1033,80.4
121490,332864,1,1033,186
121491,332864,1,1000,185
121492,332866,1,1022,32.5
121493,332868,1,1022,31.4
121494,332873,1,1022,34
121495,332876,1,1022,31.2
121496,332881,1,1022,25.4
121497,332884,1,1022,29.7
121498,332889,1,1022,26.2
121499,332891,1,1022,25.9
121500,332898,1,1022,30.7
121501,332914,1,1022,26.1
121502,332917,1,1022,16.1
121503,332934,1,1022,24.7
121504,332936,1,1022,19
121505,332952,1,1022,30.6
121506,332955,1,1022,31.3
121507,332969,1,1022,24.8
121508,332971,1,1022,18.5
121509,332985,1,1022,14.1
121510,332987,1,1022,33.3
121511,332992,1,1022,29.8
121512,332994,1,1022,32.2
121513,333008,1,1022,27
121514,333010,1,1000,238
121515,333011,1,1000,217
121516,333018,1,1000,224
121517,333019,1,1000,218
121518,333024,1,1000,226
121519,333025,1,1000,219
121520,333031,1,1000,224
121521,333033,1,1000,225
121522,333039,1,1000,218
121523,333040,1,1000,224
121524,333048,1,1000,220
121525,333049,1,1000,228
121526,333054,1,1000,222
121527,333056,1,1000,220
121528,333062,1,1000,214
121529,333064,1,1000,225
121530,333071,1,1000,226
121531,333076,1,1000,222
121532,333079,1,1000,227
121533,333084,1,1000,212
121534,333086,1,1000,219
121535,333092,1,1000,221
121536,333094,1,1000,236
121537,333098,1,1000,210
121538,333099,1,1000,215
121539,333106,1,1000,210
121540,333107,1,1000,225
121541,333112,1,1000,221
121542,333113,1,1000,227
121543,333119,1,1000,228
121544,333122,1,1000,229
121545,333129,1,1000,227
121546,333130,1,1000,223
121547,333134,1,1000,252
121548,333136,1,1000,256
121549,333142,1,1000,244
121550,333144,1,1000,256
121551,333150,1,1000,246
121552,333152,1,1000,251
121553,333158,1,1000,249
121554,333160,1,1000,243
121555,333166,1,1000,252
121556,333169,1,1000,246
121557,333175,1,1000,218
121558,333177,1,1000,213
121559,333182,1,1000,243
121560,333184,1,1000,249
121561,333189,1,1000,241
121562,333196,1,1000,246
121563,333198,1,1000,248
121564,333204,1,1000,247
121565,333206,1,1000,241
121566,333212,1,1000,246
121567,333214,1,1000,244
121568,333220,1,1000,241
121569,333227,1,1000,234
121570,333230,1,1000,236
121571,333235,1,1000,252
121572,333242,1,1000,237
121573,333244,1,1000,248
121574,333250,1,1000,240
121575,333252,1,1000,239
121576,333258,1,1000,245
121577,333260,1,1000,239
121578,333266,1,1000,243
121579,333268,1,1000,241
121580,333274,1,1000,247
121581,333276,1,1000,245
121582,333281,1,1000,245
121583,333283,1,1027,132
121584,333290,1,1027,102
121585,333297,1,1027,65.9
121586,333303,1,1027,577
121587,333311,1,1027,147
121588,333317,1,1027,122
121589,333323,1,1027,112
121590,333330,1,1027,152
121591,333374,1,1027,176
121592,333376,1,1027,334
121593,333382,1,1027,154
121594,333388,1,1027,200
121595,333394,1,1027,128
121596,333401,1,1027,79.6
121597,333407,1,1027,153
121598,333413,1,1027,175
121599,333419,1,1027,194
121600,333476,1,1027,177
121601,333488,1,1019,144
121602,333488,1,1019,107
121603,333493,1,1019,140
121604,333493,1,1019,96.1
121605,333501,1,1019,139
121606,333501,1,1019,101
121607,333504,1,1019,145
121608,333504,1,1019,106
121609,333525,1,1019,141
121610,333525,1,1019,90
121611,333527,1,1019,138
121612,333527,1,1019,111
121613,333534,1,1019,143
121614,333534,1,1019,84.3
121615,333545,1,1019,144
121616,333545,1,1019,118
121617,333558,1,1019,141
121618,333558,1,1019,100
121619,333561,1,1019,154
121620,333561,1,1019,117
121621,333583,1,1019,144
121622,333583,1,1019,98.7
121623,333587,1,1019,139
121624,333587,1,1019,118
121625,333615,1,1019,147
121626,333615,1,1019,115
121627,333618,1,1019,151
121628,333618,1,1019,113
121629,333633,1,1019,144
121630,333633,1,1019,112
121631,333637,1,1019,140
121632,333637,1,1019,107
121633,333642,1,1019,138
121634,333642,1,1019,93.3
121635,333648,1,1019,142
121636,333648,1,1019,125
121637,333664,1,1019,144
121638,333664,1,1019,119
121639,333668,1,1019,137
121640,333668,1,1019,126
121641,333683,1,1019,143
121642,333683,1,1019,119
121643,333684,1,1019,142
121644,333684,1,1019,106
121645,333703,1,1019,141
121646,333703,1,1019,116
121647,333708,1,1019,141
121648,333708,1,1019,114
121649,333726,1,1019,136
121650,333726,1,1019,106
121651,333727,1,1019,144
121652,333727,1,1019,131
121653,333750,1,1019,141
121654,333750,1,1019,112
121655,333762,1,1019,138
121656,333762,1,1019,94.2
121657,333771,1,1019,140
121658,333771,1,1019,113
121659,333779,1,1019,146
121660,333779,1,1019,92.5
121661,333790,1,1019,144
121662,333790,1,1019,118
121663,333797,1,1019,134
121664,333797,1,1019,115
121665,333806,1,1019,142
121666,333806,1,1019,106
121667,333817,1,1019,140
121668,333817,1,1019,91.9
121669,333825,1,1019,140
121670,333825,1,1019,101
121671,333831,1,1019,146
121672,333831,1,1019,125
121673,333847,1,1019,138
121674,333847,1,1019,91.2
121675,333852,1,1019,140
121676,333852,1,1019,101
121677,333871,1,1019,142
121678,333871,1,1019,102
121679,333876,1,1019,146
121680,333876,1,1019,103
121681,333893,1,1019,132
121682,333893,1,1019,104
121683,333904,1,1019,147
121684,333904,1,1019,105
121685,333912,1,1019,149
121686,333912,1,1019,111
121687,333927,1,1019,140
121688,333927,1,1019,95.2
121689,333932,1,1019,141
121690,333932,1,1019,94.9
121691,333933,1,1019,136
121692,333933,1,1019,114
121693,333975,1,1019,142
121694,333975,1,1019,92.6
121695,333976,1,1019,144
121696,333976,1,1019,111
121697,334194,1,1019,107
121698,334194,1,1019,142
121699,334196,1,1002,4
121700,334196,1,1000,188
121701,334201,1,1002,3.9
121702,334202,1,1002,3.7
121703,334202,1,1000,176
121704,334203,1,1002,4.4
121705,334203,1,1000,194
121706,334208,1,1002,4
121707,334208,1,1000,196
121708,334209,1,1002,3.8
121709,334209,1,1000,175
121710,334210,1,1002,3.7
121711,334215,1,1002,4.1
121712,334216,1,1002,4.4
121713,334216,1,1000,192
121714,334217,1,1002,4.2
121715,334217,1,1000,200
121716,334222,1,1000,192
121717,334222,1,1002,3.7
121718,334223,1,1000,186
121719,334223,1,1002,4
121720,334228,1,1002,4.1
121721,334229,1,1002,4.1
121722,334229,1,1000,192
121723,334230,1,1002,4.1
121724,334230,1,1000,196
121725,334236,1,1002,3.9
121726,334236,1,1000,184
121727,334241,1,1002,3.7
121728,334242,1,1002,3.7
121729,334242,1,1000,187
121730,334243,1,1002,3.8
121731,334243,1,1000,180
121732,334247,1,1002,4
121733,334247,1,1000,188
121734,334344,3,1044,38.4
121735,334363,3,1044,27.2
121736,334364,1,1069,490
121737,334370,3,1044,54.8
121738,334371,1,1069,619
